X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
3.88566,48.49459,1,90,1,1
4.76712,48.19863,1,90,1,134
4.16591,48.33704,1,90,1,75
4.20609,48.34423,1,90,2,76
3.48137,48.48635,1,90,1,134
4.13622,48.49635,1,90,1,13
2.94371,43.08328,1,90,1,190
3.05106,43.14243,1,90,1,165
3.06019,43.12738,1,90,1,306
3.00006,42.90615,1,90,1,350
2.24347,43.03886,1,90,1,323
1.87533,43.33991,1,90,1,298
2.29839,43.14163,1,90,1,124
2.33836,44.52045,1,90,1,338
2.73684,44.50684,1,90,1,155
2.69502,44.39052,1,90,1,289
2.97339,44.04513,1,90,1,79
2.98769,44.23270,1,90,1,7
2.09548,44.41328,1,90,1,358
2.65382,44.56799,1,90,1,152
3.02822,44.33666,1,90,1,165
2.38458,44.39176,1,90,1,281
2.30033,44.31394,1,90,1,68
2.41599,44.29066,1,90,1,308
2.91183,43.94836,1,90,1,213
3.00113,44.08007,1,90,1,268
5.37808,43.32795,1,90,2,175
5.34717,43.35568,1,90,1,146
5.40457,43.28431,1,90,1,258
5.28298,43.40510,1,90,1,243
4.93072,43.84688,1,90,1,136
5.49346,43.65494,1,90,1,10
4.92578,43.78531,1,90,1,270
5.19177,43.53646,1,90,1,153
4.62767,43.66793,1,90,1,314
4.97081,43.42661,1,90,1,111
4.65033,43.72222,1,90,1,213
5.09274,43.67550,1,90,1,186
5.02974,43.41146,1,90,1,283
5.35350,43.37990,1,90,1,143
5.36316,43.35661,1,90,1,166
5.37348,43.42319,1,90,1,54
5.42111,43.51148,1,90,1,255
5.63193,43.48911,1,90,1,268
5.34666,43.34435,1,90,1,153
4.95995,43.53099,1,90,1,166
4.95590,43.54316,1,90,1,346
-0.31168,49.17479,1,90,1,309
-0.32935,49.19711,1,90,1,218
-0.78520,48.78418,1,90,1,147
-0.64533,49.03563,1,90,1,334
0.36503,49.14362,1,90,1,273
0.22709,49.18189,1,90,1,203
-0.43017,49.19125,1,90,1,101
-0.04889,49.00302,1,90,1,34
0.07884,49.25731,1,90,1,262
-0.73635,49.02065,1,90,1,188
-0.76981,48.84197,1,90,1,268
-0.13293,49.25609,1,90,1,84
0.30313,49.09590,1,90,1,146
2.32578,44.93752,1,90,1,301
2.40773,44.89674,1,90,1,58
2.65595,45.00682,1,90,1,225
2.97276,45.13232,1,90,1,73
2.58548,44.95428,1,90,1,238
2.20123,44.72815,1,90,1,146
2.30921,44.88157,1,90,1,16
2.39194,45.29667,1,90,1,299
0.03271,45.67037,1,90,1,93
0.53387,45.93419,1,90,1,47
0.26993,45.59395,1,90,1,344
-0.20585,45.49350,1,90,1,100
-0.31627,45.59273,1,90,1,338
0.04340,45.28103,1,90,1,209
0.74421,45.91979,1,90,1,339
0.66132,46.04286,1,90,1,39
0.20064,45.98931,1,90,1,177
0.67440,46.06503,1,90,1,76
-1.13971,46.18150,1,90,1,89
-1.10709,46.11798,1,90,1,330
-0.97532,45.63539,1,90,1,226
-0.96516,45.91067,1,90,1,2
-0.86757,46.00854,1,90,1,75
-0.80912,46.14950,1,90,1,145
-0.69534,45.77512,1,90,1,308
-1.08297,45.81960,1,90,1,327
-0.96526,45.72307,1,90,1,30
-0.76022,45.57305,1,90,1,328
-0.71822,46.14564,1,90,1,33
-1.03559,46.12060,1,90,1,291
-0.94210,45.95818,1,90,1,105
-1.10525,46.12725,1,90,1,54
2.61163,47.11421,1,90,1,258
2.36261,46.73619,1,90,1,103
2.31968,47.20472,1,90,1,181
2.29783,47.07902,1,90,1,265
2.78456,47.29619,1,90,1,231
2.19036,47.28360,1,90,1,233
2.21227,47.29390,1,90,1,55
1.68266,45.20894,1,90,1,192
1.55453,45.12359,1,90,1,359
1.42773,45.22228,1,90,1,166
1.83354,45.19873,1,90,1,131
1.99315,45.36575,1,90,1,35
1.38977,45.48388,1,90,1,7
1.41975,45.23005,1,90,1,149
1.49991,45.46412,1,90,1,300
1.51897,45.10115,1,90,1,342
9.39666,41.96022,1,90,1,8
8.82703,42.56934,1,90,1,240
9.17359,41.41075,1,90,1,22
9.30073,41.65322,1,90,1,28
9.25712,41.56734,1,90,1,83
9.48152,42.47845,1,90,1,349
9.54114,42.31454,1,90,1,351
9.24844,41.56650,1,90,1,82
8.80250,42.56164,1,90,1,233
9.39655,41.95944,1,90,1,187
9.14993,41.51037,1,90,1,31
5.08055,47.25344,1,90,1,306
4.48912,47.14770,1,90,1,192
4.78966,46.98188,1,90,1,23
5.05900,47.25642,1,90,1,8
5.11109,47.43742,1,90,1,35
4.81717,46.96717,1,90,1,195
5.28094,47.20895,1,90,1,101
4.29370,47.37624,1,90,1,20
4.66900,46.93543,1,90,1,123
-2.74471,48.51700,1,90,1,150
-2.74027,48.51077,1,90,1,320
-3.34734,48.24515,1,90,1,117
-3.33688,48.24161,1,90,1,303
-3.00525,48.64558,1,90,1,139
-2.84411,48.41605,1,90,1,61
-2.61787,48.17013,1,90,1,85
-2.56420,48.17579,1,90,1,239
-3.07976,48.76475,1,90,1,299
-2.95134,48.49984,1,90,1,138
-2.52978,48.52786,1,90,1,349
-2.43700,48.52064,1,90,1,60
-2.50871,48.42997,1,90,1,171
2.46774,45.89277,1,90,1,295
1.78843,45.96932,1,90,1,54
1.95576,46.12779,1,90,1,314
2.19011,45.97144,1,90,1,134
1.96827,45.97172,1,90,1,292
0.67983,45.22919,1,90,1,47
0.66948,45.18741,1,90,1,66
0.77932,45.15661,1,90,1,137
0.89704,45.12525,1,90,1,75
1.33467,45.12795,1,90,1,273
0.71005,45.15904,1,90,1,47
0.83660,45.10425,1,90,1,336
0.31612,45.03213,1,90,1,59
0.81878,45.20756,1,90,1,259
0.40009,44.83908,1,90,1,105
-0.55540,44.77214,1,90,1,343
0.12563,44.84813,1,90,1,278
0.94782,45.49635,1,90,1,21
0.85813,45.41362,1,90,1,93
0.87920,45.41569,1,90,2,73
0.39578,44.83988,1,90,1,285
0.50749,44.81317,1,90,1,328
6.36368,46.81286,1,90,1,209
6.36370,46.81265,1,90,1,28
6.82142,47.28371,1,90,1,306
6.18862,47.30848,1,90,1,233
6.44160,46.97884,1,90,1,44
6.31940,47.10792,1,90,1,321
6.78398,47.32595,1,90,1,125
6.37540,47.14233,1,90,1,293
6.64892,47.05196,1,90,1,242
6.30126,46.91829,1,90,2,118
4.95791,44.72395,1,90,1,277
4.77071,44.63399,1,90,1,209
4.81700,45.22420,1,90,1,8
4.86780,45.03294,1,90,1,358
4.70434,44.39963,1,90,1,199
4.89385,44.55289,1,90,1,93
4.88148,44.98162,1,90,1,167
4.75767,44.61591,1,90,1,16
4.73465,44.42463,1,90,1,146
4.99105,45.04873,1,90,1,106
4.90432,44.83243,1,90,1,325
4.85280,44.85283,1,90,1,173
5.01203,44.74827,1,90,1,221
4.73047,44.54013,1,90,1,3
5.04605,45.13119,1,90,1,179
5.74398,44.51540,1,90,1,43
1.27167,49.17701,1,90,1,122
1.03079,49.06421,1,90,1,304
0.80353,48.68228,1,90,1,38
1.38449,49.33545,1,90,1,315
0.70937,49.16317,1,90,1,91
0.76889,49.20912,1,90,1,177
0.72203,49.15476,1,90,1,84
0.98939,48.74616,1,90,1,264
0.94736,49.22403,1,90,1,26
0.65228,49.14015,1,90,1,219
0.85428,48.74320,1,90,1,277
0.61261,49.35320,1,90,1,264
1.11302,48.93218,1,90,1,19
1.01158,48.82593,1,90,1,235
1.32868,49.01147,1,90,1,93
1.31624,49.01191,1,90,1,274
1.64504,49.22082,1,90,1,306
0.63913,49.09583,1,90,1,130
0.86310,48.71615,1,90,1,238
0.57414,49.08563,1,90,1,183
0.93366,48.96767,1,90,1,219
1.59309,49.21444,1,90,1,18
1.09642,49.03720,1,90,1,273
0.96047,48.74214,1,90,1,71
1.28417,48.64473,1,90,1,224
1.54614,48.54285,1,90,1,196
1.21126,48.24605,1,90,1,11
1.33948,48.13256,1,90,1,208
1.18275,48.47477,1,90,1,306
1.56365,48.39461,1,90,1,315
1.96543,48.25576,1,90,1,13
1.70457,48.49750,1,90,1,71
1.59812,48.37222,1,90,1,136
1.84873,48.14167,1,90,1,343
1.39603,48.20224,1,90,1,197
1.69460,48.49448,1,90,1,238
1.42998,48.05183,1,90,1,282
0.91653,48.26078,1,90,1,264
1.37480,48.18073,1,90,1,17
1.44824,48.45418,1,90,1,214
1.61564,48.13669,1,90,1,258
1.31793,48.52872,1,90,2,336
1.29385,48.45096,1,90,1,289
-4.40200,48.39127,1,90,1,325
-4.27616,48.37635,1,90,1,108
-3.77441,48.61921,1,90,1,234
-3.95973,47.96973,1,90,1,270
-3.99672,47.90477,1,90,1,248
-4.24795,48.40214,1,90,1,161
-4.30360,48.50679,1,90,1,174
4.77242,43.94879,1,90,1,113
4.28590,43.90133,1,90,1,311
4.04728,44.18236,1,90,1,155
4.51869,43.82714,1,90,1,91
4.30049,43.74586,1,90,2,43
4.56147,44.16261,1,90,1,78
4.67555,43.94889,1,90,1,143
4.73767,44.00022,1,90,1,164
4.56068,43.70601,1,90,1,296
4.27199,43.75220,1,90,1,48
4.74203,44.05862,1,90,1,115
3.68891,43.97214,1,90,1,137
4.33436,43.77426,1,90,1,46
4.33604,43.77550,1,90,1,230
4.26395,43.98342,1,90,1,254
4.74355,43.96908,1,90,1,35
4.28197,44.11544,1,90,1,109
4.50039,43.88707,1,90,1,236
4.24517,43.85628,1,90,1,281
4.45066,43.70120,1,90,1,22
4.03114,43.88746,1,90,1,289
4.56864,43.95812,1,90,1,198
4.09752,44.04742,1,90,1,166
4.13423,44.19637,1,90,1,27
3.79661,43.95160,1,90,1,252
1.46060,43.64657,1,90,1,94
1.41041,43.60828,1,90,1,59
1.49620,43.58613,1,90,1,343
1.42988,43.39415,1,90,1,154
1.44767,43.57444,1,90,1,117
1.39861,43.59189,1,90,1,162
1.42085,43.63560,1,90,1,186
1.31941,43.60678,1,90,1,85
1.25910,43.68099,1,90,1,297
1.40687,43.76772,1,90,1,169
1.27731,43.46544,1,90,1,95
1.49657,43.32403,1,90,1,322
1.27626,43.75171,1,90,1,252
1.36265,43.75586,1,90,1,159
1.25650,43.54900,1,90,1,240
1.49649,43.58474,1,90,1,162
1.42089,43.63425,1,90,1,6
1.46303,43.56046,1,90,1,340
1.30553,43.74955,1,90,1,341
1.39878,43.59218,1,90,1,341
0.54016,43.58128,1,90,1,199
0.36621,43.49364,1,90,1,262
0.91293,43.62010,1,90,1,137
0.62381,43.66299,1,90,1,312
-0.02343,43.78292,1,90,1,261
0.64956,43.93835,1,90,1,230
0.61963,43.75982,1,90,1,0
0.47031,43.69216,1,90,1,285
0.33592,43.74867,1,90,1,298
0.46957,43.76726,1,90,1,326
-0.09342,43.67421,1,90,1,279
0.32463,43.91506,1,90,1,218
0.61051,43.55735,1,90,1,3
0.99650,43.53723,1,90,1,218
0.88155,43.45755,1,90,1,42
0.35578,43.74010,1,90,1,144
0.28822,43.42556,1,90,1,77
-0.17567,43.68729,1,90,1,109
1.12679,43.58975,1,90,1,359
0.46699,44.03255,1,90,1,22
-0.86662,44.79394,1,90,1,82
-0.67557,44.83896,1,90,1,201
-0.40961,44.98321,1,90,1,124
-0.87325,45.21985,1,90,1,333
-0.53964,44.79347,1,90,1,13
-0.46675,45.04347,1,90,1,329
-0.63160,44.78338,1,90,1,56
-0.14812,44.98087,1,90,1,227
-0.81876,45.15646,1,90,1,134
-0.52518,44.88022,1,90,1,48
-1.00510,44.97501,1,90,1,276
-0.32943,44.62403,1,90,1,140
-1.04528,45.13203,1,90,1,0
-0.26955,44.20243,1,90,1,13
-0.72904,44.84512,1,90,1,257
-1.10302,44.59636,1,90,1,359
-0.46514,44.82936,1,90,1,118
3.73114,43.56520,1,90,1,223
3.74390,43.42335,1,90,1,66
3.44240,43.30663,1,90,1,285
3.08837,43.32259,1,90,1,265
3.87401,43.78764,1,90,1,193
3.22118,43.37758,1,90,1,8
3.82133,43.68032,1,90,1,6
3.66210,43.45841,1,90,1,213
3.70013,43.43792,1,90,1,166
3.55177,43.42380,1,90,1,237
3.30622,43.38269,1,90,1,53
3.96177,43.56067,1,90,1,328
3.11371,43.28875,1,90,1,59
3.34207,43.31352,1,90,1,87
2.85574,43.47254,1,90,1,76
-1.69692,48.08146,1,90,1,155
-1.63048,48.04584,1,90,1,100
-1.75971,48.41435,1,90,1,233
-1.87706,47.86977,1,90,1,185
-1.36971,48.11574,1,90,1,255
-1.72089,47.84075,1,90,1,251
-1.91432,48.54466,1,90,1,274
-1.09989,48.32741,1,90,1,331
-1.62718,48.09188,1,90,1,230
-1.30544,48.06061,1,90,1,54
-1.70820,48.13245,1,90,1,213
-1.18249,48.18907,1,90,1,182
-1.22172,48.34336,1,90,1,156
-1.90952,48.08393,1,90,1,317
-1.19568,48.02274,1,90,1,167
-1.15144,48.27438,1,90,1,2
-1.72281,48.05267,1,90,1,290
-1.42497,48.27714,1,90,1,142
-1.45009,48.42437,1,90,1,273
-1.81465,48.02053,1,90,1,264
1.29654,46.92252,1,90,1,114
1.68366,46.78688,1,90,1,66
1.57523,47.14024,1,90,1,333
2.01240,46.57687,1,90,1,301
1.80228,46.86842,1,90,1,238
1.25684,46.63257,1,90,1,250
1.16751,46.97568,1,90,1,27
1.59793,46.79131,1,90,1,281
2.06943,46.97699,1,90,1,241
1.81962,46.82875,1,90,1,294
1.64326,46.90937,1,90,1,163
1.87858,46.90083,1,90,1,59
1.45742,46.87904,1,90,1,300
1.87209,46.70952,1,90,1,141
1.66343,46.77051,1,90,1,309
0.80970,47.29128,1,90,1,319
0.70713,47.39611,1,90,1,209
0.86887,47.40190,1,90,1,264
0.95677,47.56680,1,90,1,125
0.64902,47.36321,1,90,1,38
0.64684,47.15868,1,90,1,17
0.83986,47.53236,1,90,1,47
0.29606,47.19121,1,90,1,242
0.65895,47.61536,1,90,1,350
0.27864,47.57267,1,90,1,128
0.73691,46.88916,1,90,1,164
0.10382,47.23187,1,90,1,255
0.76689,47.38116,1,90,1,270
0.70393,47.32165,1,90,1,95
0.73885,47.59381,1,90,1,274
0.65334,47.37256,1,90,1,340
0.90529,47.39750,1,90,1,77
0.76754,47.48362,1,90,1,218
0.76512,47.48151,1,90,1,38
0.61009,47.56042,1,90,1,69
0.71341,47.36420,1,90,1,21
1.07713,47.32157,1,90,1,84
0.44943,47.24964,1,90,1,61
0.65334,47.37256,1,90,1,162
4.83240,45.48262,1,90,1,184
5.11343,45.65493,1,90,1,305
5.50746,45.34626,1,90,1,68
5.52640,45.26182,1,90,1,33
5.75380,45.16217,1,90,1,39
5.99489,45.46267,1,90,1,334
5.33254,45.41656,1,90,1,310
5.51348,45.31476,1,90,1,52
4.97980,45.50751,1,90,1,106
5.23309,45.73738,1,90,1,160
5.61001,44.85765,1,90,1,321
5.58161,45.46836,1,90,1,25
4.89750,45.35150,1,90,1,57
6.00705,45.10920,1,90,1,351
5.77750,45.12931,1,90,1,343
5.52763,45.54062,1,90,1,303
5.15992,45.78315,1,90,1,312
5.43727,45.35909,1,90,1,296
5.13711,45.62904,1,90,1,313
5.35781,45.87516,1,90,1,113
5.72936,46.88888,1,90,1,195
5.44014,46.57783,1,90,1,204
5.80617,46.37992,1,90,1,301
5.59472,46.58407,1,90,1,3
6.01417,46.55234,1,90,1,177
5.67545,46.86729,1,90,1,148
6.06445,46.47401,1,90,1,4
5.49541,47.17330,1,90,1,351
5.92224,46.74822,1,90,1,320
5.45915,47.07488,1,90,1,44
5.76006,47.16201,1,90,1,247
-1.39818,43.61548,1,90,1,236
-0.94772,43.54222,1,90,1,287
-0.29650,43.81704,1,90,1,182
-0.41905,43.85510,1,90,1,299
-0.97086,43.67129,1,90,1,321
0.00093,44.11733,1,90,1,218
-1.04474,44.50664,1,90,1,224
-0.28796,44.15038,1,90,1,183
-0.29203,43.97120,1,90,1,88
-0.74244,44.20431,1,90,1,182
-0.74270,44.19973,1,90,1,3
-1.29532,43.55423,1,90,2,89
-0.29248,43.80143,1,90,1,332
-0.61798,43.63360,1,90,1,36
-0.64984,43.59225,1,90,1,22
1.20643,47.33401,1,90,1,271
1.81329,47.28656,1,90,1,105
1.44403,47.64950,1,90,1,61
1.31291,47.78566,1,90,1,162
1.03989,47.74692,1,90,1,208
2.05490,47.38957,1,90,1,359
1.32864,47.67439,1,90,1,8
1.28133,47.54018,1,90,1,34
1.48769,47.90632,1,90,1,260
1.01709,47.71766,1,90,1,29
1.69800,47.37286,1,90,1,291
1.27772,47.41831,1,90,1,209
1.11761,47.46994,1,90,1,265
1.03062,47.78478,1,90,1,238
1.30529,47.56197,1,90,1,212
4.26537,45.59870,1,90,1,168
4.14386,45.56145,1,90,1,129
4.53312,45.31556,1,90,1,97
4.34616,45.62241,1,90,1,231
4.62048,45.29272,1,90,1,283
3.70703,45.12395,1,90,1,84
4.14182,45.29280,1,90,1,304
3.25595,45.28558,1,90,1,324
3.81722,45.20990,1,90,1,3
3.83310,45.05797,1,90,1,62
4.25077,45.34130,1,90,1,177
4.07770,45.16323,1,90,1,341
3.52458,45.17235,1,90,1,326
4.23202,45.25337,1,90,1,248
4.28904,45.17302,1,90,1,57
3.50353,45.14754,1,90,1,358
3.88505,44.79978,1,90,1,18
3.92010,45.14157,1,90,1,4
4.25272,45.36172,1,90,1,340
3.87915,45.00755,1,90,1,355
3.77548,45.02477,1,90,2,124
4.14814,45.33497,1,90,1,109
3.91573,45.27163,1,90,1,92
3.83973,45.01977,1,90,1,46
-1.62349,47.24035,1,90,1,194
-1.60651,47.26354,1,90,1,259
-2.18627,47.32229,1,90,1,254
-1.96549,47.11291,1,90,1,254
-1.74001,47.13061,1,90,1,86
-1.48397,47.20211,1,90,1,184
-1.47800,47.32606,1,90,1,190
-1.36633,47.05019,1,90,1,336
-1.28276,47.11484,1,90,1,180
-2.07648,47.46063,1,90,1,215
-1.06662,47.39655,1,90,1,257
-2.11011,47.21969,1,90,1,102
-1.83057,47.00270,1,90,1,107
-1.82918,47.00256,1,90,1,278
-1.82768,47.43386,1,90,1,226
-1.50011,47.22396,1,90,1,243
-1.52275,47.16596,1,90,1,214
-1.99515,47.63898,1,90,1,277
-1.52289,47.16558,1,90,1,38
-1.47773,47.25318,1,90,1,163
2.43737,47.79487,1,90,1,316
1.88828,47.94097,1,90,1,174
2.27958,47.89760,1,90,1,231
2.73771,47.87141,1,90,1,175
2.76764,48.07412,1,90,1,351
1.95803,47.68881,1,90,1,152
2.23825,48.20681,1,90,1,349
1.87415,48.04421,1,90,1,182
1.93567,47.86446,1,90,1,161
2.73877,47.97483,1,90,1,212
2.27998,47.89770,1,90,1,51
2.58140,47.64148,1,90,1,229
1.96718,48.02299,1,90,1,35
1.93052,47.93453,1,90,1,309
2.33809,47.93016,1,90,1,51
2.35567,47.93991,1,90,1,230
2.12770,48.16326,1,90,1,94
1.89105,48.10861,1,90,1,11
2.01487,47.74294,1,90,1,162
2.11233,48.01799,1,90,1,217
1.93026,47.93452,1,90,1,129
1.85286,44.90231,1,90,1,135
2.07931,44.64142,1,90,1,69
1.43349,44.42766,1,90,1,99
1.06875,44.51459,1,90,1,82
1.96400,44.60419,1,90,1,130
1.29726,44.70806,1,90,1,238
1.41348,44.48068,1,90,1,137
0.49733,44.23881,1,90,1,320
0.10735,44.34721,1,90,1,180
0.29717,44.53986,1,90,1,217
0.71597,44.31024,1,90,1,250
0.34104,44.37739,1,90,1,301
0.52791,44.20590,1,90,1,282
0.73425,44.26010,1,90,1,241
0.35354,44.25893,1,90,1,127
1.00351,44.49202,1,90,1,293
0.31261,44.15808,1,90,1,137
0.45489,44.36383,1,90,1,239
0.54794,44.12961,1,90,1,47
0.26180,44.43423,1,90,1,296
0.83005,44.38212,1,90,1,274
0.91075,44.47026,1,90,1,41
0.69249,44.46286,1,90,1,204
0.97800,44.43102,1,90,1,341
0.36684,44.07833,1,90,1,341
3.46283,44.50163,1,90,1,4
3.18319,44.41787,1,90,1,32
3.78192,44.27999,1,90,1,255
3.42106,44.52244,1,90,1,41
3.83092,44.71326,1,90,1,64
3.30525,44.52013,1,90,1,108
3.52572,44.53152,1,90,1,186
-0.65018,47.28696,1,90,1,40
-0.07751,47.53479,1,90,1,280
-0.71569,47.43014,1,90,1,235
-0.51706,47.46373,1,90,1,184
-0.70240,47.60510,1,90,1,338
-0.58852,47.59580,1,90,1,8
-0.18359,47.15441,1,90,1,131
-0.16804,47.41562,1,90,1,309
-0.76616,47.61427,1,90,1,74
-0.56275,47.49648,1,90,1,247
-0.59574,47.49215,1,90,1,121
-0.48977,47.53836,1,90,1,212
-0.75328,47.37966,1,90,1,159
-0.75330,47.16612,1,90,1,196
-0.42061,47.53003,1,90,1,43
-0.40315,47.31390,1,90,1,324
-0.10143,47.55820,1,90,1,199
-0.50777,47.43381,1,90,1,340
-0.76314,47.49300,1,90,1,114
-0.65340,47.16617,1,90,2,135
-1.24710,47.19915,1,90,1,203
-1.48772,49.10261,1,90,1,353
-1.47523,49.64411,1,90,1,268
-1.40945,48.71900,1,90,1,138
-1.50679,48.89361,1,90,1,242
-1.50304,48.83705,1,90,1,92
-1.71008,49.44404,1,90,1,243
-1.52365,48.80009,1,90,1,319
-1.71303,49.57561,1,90,1,236
-1.75712,49.55165,1,90,1,50
-1.28466,49.08372,1,90,1,73
-1.45881,48.83651,1,90,1,271
-1.06127,48.60061,1,90,1,243
4.22805,49.13893,1,90,1,133
3.53410,48.71970,1,90,1,80
4.04323,49.27953,1,90,1,307
3.98756,49.30692,1,90,1,148
3.96497,49.07763,1,90,1,177
4.94624,49.10192,1,90,1,288
4.20015,49.16103,1,90,1,320
4.00212,49.25475,1,90,1,280
3.84924,48.72602,1,90,1,84
4.03943,49.23470,1,90,1,143
4.20166,49.15991,1,90,1,323
3.57318,48.72861,1,90,1,250
4.38184,48.97007,1,90,1,339
5.07789,48.10779,1,90,1,239
5.49763,47.81632,1,90,1,285
5.11321,48.48458,1,90,1,168
5.36924,47.85756,1,90,1,93
4.81028,48.52057,1,90,1,196
5.40157,48.03705,1,90,1,72
5.11444,48.27243,1,90,2,145
4.87037,48.64679,1,90,1,102
5.11557,48.28476,1,90,2,48
5.11217,48.27767,1,90,1,176
5.06590,48.05584,1,90,1,33
5.27406,47.95866,1,90,1,341
5.64741,47.96230,1,90,1,288
-0.97322,48.07659,1,90,1,292
-0.70399,47.96152,1,90,1,143
-0.29990,48.42527,1,90,1,73
-0.63484,48.26198,1,90,1,29
-0.88745,48.07209,1,90,1,268
-0.73387,48.02359,1,90,1,342
-0.45888,48.12240,1,90,1,241
-0.85167,47.99207,1,90,1,209
-0.17537,48.47251,1,90,1,38
-0.65084,47.84217,1,90,1,68
-0.58202,47.96573,1,90,1,309
6.82133,48.56908,1,90,1,193
5.77204,49.54848,1,90,1,38
5.59732,49.47259,1,90,1,210
6.15597,48.73774,1,90,1,334
6.16631,48.71965,1,90,1,221
6.08430,48.92111,1,90,1,241
6.17734,48.53107,1,90,1,222
5.38336,49.14718,1,90,1,297
5.19559,48.78393,1,90,1,235
-3.49386,48.04509,1,90,1,155
-2.96202,48.02244,1,90,1,47
-2.26264,48.10141,1,90,1,213
-2.79404,48.01717,1,90,1,276
-2.78371,47.76314,1,90,1,156
-2.43809,47.73974,1,90,1,189
-2.95803,48.02568,1,90,1,214
-2.81945,47.86339,1,90,1,16
-3.22226,47.71149,1,90,1,158
-3.01675,47.73637,1,90,1,179
-3.45320,47.78768,1,90,1,322
-3.27432,47.77710,1,90,1,6
-2.55469,47.69507,1,90,1,261
-2.39581,47.55614,1,90,1,8
-3.35523,47.92344,1,90,1,343
-2.78564,47.66466,1,90,1,238
-3.23935,47.75545,1,90,1,119
-3.34033,47.83937,1,90,1,178
-2.82052,48.02215,1,90,1,115
-2.89692,47.62203,1,90,1,260
6.14756,49.10681,1,90,1,53
6.16184,49.12727,1,90,1,28
6.16467,49.34814,1,90,1,277
6.21500,49.11960,1,90,1,237
6.94839,49.15781,1,90,1,106
6.09078,49.37773,1,90,1,89
6.92896,48.65435,1,90,1,232
6.07800,49.38312,1,90,1,297
6.28295,49.40174,1,90,1,39
6.28048,49.39974,1,90,1,219
6.90470,48.64040,1,90,1,66
3.13774,46.85331,1,90,1,19
3.14311,46.86118,1,90,1,208
3.08531,47.20966,1,90,1,54
3.34659,47.33455,1,90,1,248
3.73153,47.05413,1,90,1,263
3.41845,46.84482,1,90,1,101
3.25847,46.98938,1,90,1,52
3.05693,50.35202,1,90,1,304
3.51605,50.10956,1,90,1,111
3.02093,50.62167,1,90,1,73
3.93016,50.05339,1,90,1,213
2.86409,50.57419,1,90,1,56
3.36906,50.31571,1,90,1,181
3.08966,50.58234,1,90,1,30
3.09618,50.58925,1,90,1,212
3.93070,50.09754,1,90,1,3
3.13276,50.68365,1,90,1,44
2.66783,49.40331,1,90,1,91
2.54022,49.14252,1,90,1,23
2.14973,49.48910,1,90,1,46
2.23181,49.21757,1,90,1,357
2.32082,49.60318,1,90,1,351
2.09981,49.45190,1,90,1,132
2.45610,49.26590,1,90,1,188
2.56400,49.56198,1,90,1,236
2.97107,49.59893,1,90,1,313
2.28201,49.19894,1,90,1,351
2.09667,49.33603,1,90,1,343
2.48191,49.24939,1,90,1,253
2.41999,49.41619,1,90,1,180
2.52958,49.08170,1,90,1,3
0.31496,48.81635,1,90,1,228
-0.56256,48.80757,1,90,1,5
0.16920,48.57203,1,90,1,179
0.32926,48.69886,1,90,1,255
-0.40842,48.58088,1,90,1,257
0.12975,48.62718,1,90,1,111
0.75876,48.34089,1,90,1,297
0.00736,48.79800,1,90,1,195
0.66931,48.68914,1,90,1,354
-0.70903,48.56347,1,90,1,76
-0.51986,48.67572,1,90,1,183
0.66501,48.78580,1,90,1,53
0.26786,48.74475,1,90,1,42
-0.57435,48.69022,1,90,1,151
0.54698,48.45608,1,90,1,180
-0.49406,48.54183,1,90,1,312
0.48160,48.63230,1,90,1,0
-0.29194,48.58694,1,90,1,46
2.60468,50.53377,1,90,1,124
2.41390,50.41842,1,90,1,74
1.76622,50.50316,1,90,1,169
1.87316,50.38622,1,90,1,276
1.61746,50.55205,1,90,1,341
2.29003,50.29686,1,90,1,356
1.87363,50.73836,1,90,1,157
3.21679,45.60170,1,90,1,191
2.92674,45.85890,1,90,1,270
2.88197,45.72943,1,90,1,269
3.00633,45.70085,1,90,1,92
3.14882,45.76591,1,90,1,348
3.34098,45.93302,1,90,1,5
2.69679,45.60308,1,90,1,39
-1.46737,43.51352,1,90,1,23
-0.70386,43.46450,1,90,1,300
-0.54972,43.17539,1,90,1,112
-0.49050,43.35341,1,90,1,307
-0.53342,43.35438,1,90,1,299
-0.31953,43.50136,1,90,1,22
-1.35709,43.30839,1,90,1,68
-0.80438,43.53961,1,90,1,189
-0.47136,43.42385,1,90,1,340
-0.65632,43.53620,1,90,1,123
-0.85263,43.37370,1,90,1,99
-0.44131,43.16698,1,90,1,2
-0.86467,43.50664,1,90,1,267
-1.58128,43.35996,1,90,1,313
-0.47986,43.16041,1,90,1,270
-0.26570,43.23945,1,90,1,160
-0.47087,43.16036,1,90,1,90
-1.73492,43.35746,1,90,1,41
-0.00642,43.24294,1,90,1,99
0.37599,43.00786,1,90,1,143
2.85651,42.59907,1,90,1,19
3.06139,42.52639,1,90,1,111
2.55019,42.65224,1,90,1,62
2.80819,42.65951,1,90,1,63
2.79937,42.51928,1,90,1,250
2.88318,42.66051,1,90,1,188
2.93102,42.54804,1,90,1,272
1.94302,42.45458,1,90,1,156
1.96078,42.43387,1,90,2,71
3.02135,42.75276,1,90,1,351
2.98729,42.78213,1,90,1,77
2.99920,42.78575,1,90,1,243
7.70102,48.86311,1,90,1,302
7.47394,48.24122,1,90,1,116
7.71668,48.45284,1,90,1,23
7.46272,48.86092,1,90,1,214
7.46591,48.52440,1,90,1,153
7.61616,48.96524,1,90,1,80
